Transaction_ID,Card_ID,Transaction_Amount,Merchant,Transaction_Type,Average_Transaction_Per_Day,Accumulated_Transactions,Average_Transaction_Amount,Accumulated_Amount,Transaction_Location,Previous_Location,Time_Difference (min),Is_Fraudulent
T621549,C92503,730.52,Walmart,E-Commerce,26,15,795.51,582.84,Ecuador,Ecuador,110.0,0
T717629,C91593,150.24,G2A,E-Commerce,29,13,60.99,18.34,Ecuador,Ecuador,69.0,0
T792812,C62409,916.56,G2A,E-Commerce,24,25,188.5,398.98,Ecuador,Ecuador,94.0,0
T179263,C16152,686.37,Tiffany & Co.,E-Commerce,12,15,214.98,331.54,Ecuador,Ecuador,101.0,0
T653926,C87231,251.61,Steam,E-Commerce,16,13,979.36,540.41,Ecuador,Ecuador,35.0,0
T616965,C36584,812.43,Delta Airlines,E-Commerce,15,2,604.92,50.86,Ecuador,Ecuador,39.0,0
T982989,C16357,607.74,LATAM,E-Commerce,27,12,585.56,629.64,Ecuador,Ecuador,8.0,0
T277794,C73100,623.41,Delta Airlines,E-Commerce,9,14,618.17,369.62,Ecuador,Ecuador,14.0,0
T367592,C16511,261.31,Amazon,E-Commerce,24,33,254.06,135.41,Ecuador,Ecuador,27.0,0
T783852,C12261,712.19,LATAM,E-Commerce,22,32,162.4,206.14,Ecuador,Ecuador,27.0,0
T752630,C89120,463.37,LATAM,E-Commerce,38,35,524.75,129.42,Ecuador,Ecuador,67.0,0
T260077,C79119,196.95,Epic Games,E-Commerce,36,30,904.67,941.9,Ecuador,Ecuador,56.0,0
T911616,C27994,140.82,Zales,E-Commerce,1,4,339.52,797.07,Ecuador,Ecuador,48.0,0
T175322,C21359,710.57,Walmart,E-Commerce,32,17,81.03,529.08,Ecuador,Ecuador,119.0,0
T267546,C69237,80.17,Shein,E-Commerce,28,17,697.03,890.3,Ecuador,Ecuador,18.0,0
T498563,C61580,291.0,eBay,E-Commerce,4,26,679.02,489.86,Ecuador,Ecuador,73.0,0
T201284,C21442,625.19,Tiffany & Co.,E-Commerce,16,39,128.73,543.77,Ecuador,Ecuador,9.0,0
T627330,C37213,335.77,Amazon,E-Commerce,34,5,115.37,394.71,Ecuador,Ecuador,60.0,0
T482186,C99832,908.73,Amazon,E-Commerce,34,39,723.48,911.01,Ecuador,Ecuador,71.0,0
T947097,C52970,575.71,Cartier,E-Commerce,34,22,100.28,811.93,Ecuador,Ecuador,57.0,0
T682719,C81930,709.53,Amazon Gift Cards,E-Commerce,4,12,342.42,502.17,Ecuador,Ecuador,117.0,0
T808541,C92022,768.23,Epic Games,E-Commerce,13,7,531.55,428.76,Ecuador,Ecuador,118.0,0
T543945,C99193,805.32,Delta Airlines,E-Commerce,25,29,162.2,75.7,Ecuador,Ecuador,113.0,0
T996361,C84016,685.1,Steam,E-Commerce,36,5,954.34,665.36,Ecuador,Ecuador,55.0,0
T478020,C83636,550.45,Epic Games,E-Commerce,9,23,497.49,897.81,Chile,Ecuador,55.0,0
T449512,C42017,487.31,American Airlines,E-Commerce,19,38,515.99,402.12,Chile,Chile,107.0,0
T805078,C50590,467.96,Booking,E-Commerce,31,21,473.23,304.89,Chile,Chile,40.0,0
T278083,C93516,31.25,Epic Games,E-Commerce,4,4,227.65,441.25,Chile,Chile,19.0,0
T362163,C51808,322.34,Delta Airlines,E-Commerce,9,39,93.41,71.74,Ecuador,Chile,64.0,1
T137446,C82938,259.03,Walmart,E-Commerce,32,10,606.96,132.22,Ecuador,Ecuador,85.0,0
T885220,C88227,422.21,Booking,E-Commerce,18,10,770.52,566.4,Ecuador,Ecuador,28.0,0
T505624,C42414,987.25,American Airlines,E-Commerce,10,19,607.18,409.1,Peru,Ecuador,115.0,1
T589337,C82387,661.31,Zephora,E-Commerce,29,15,502.52,975.9,Ecuador,Peru,47.0,0
T106095,C74860,424.64,Zales,E-Commerce,39,14,678.5,287.35,Ecuador,Ecuador,100.0,0
T855047,C23899,846.78,Cartier,E-Commerce,23,37,932.77,968.79,Ecuador,Ecuador,54.0,0
T596260,C29171,676.43,Shein,E-Commerce,22,33,33.02,655.79,Ecuador,Ecuador,76.0,0
T944500,C76663,95.09,Booking,E-Commerce,20,4,271.36,469.55,Ecuador,Ecuador,27.0,0
T728415,C26533,82.73,Amazon,E-Commerce,2,21,188.23,148.2,Ecuador,Ecuador,46.0,0
T103524,C65199,190.48,American Airlines,E-Commerce,32,4,868.36,607.03,Ecuador,Ecuador,79.0,0
T180854,C66687,170.76,LATAM,E-Commerce,11,31,883.96,115.79,Ecuador,Ecuador,44.0,0
T642894,C69278,648.93,Delta Airlines,E-Commerce,22,8,901.44,649.98,Ecuador,Ecuador,5.0,0
T917504,C79298,850.56,Booking,E-Commerce,8,5,418.52,903.82,Ecuador,Ecuador,32.0,0
T192303,C20261,507.17,eBay,E-Commerce,26,1,427.41,66.56,Ecuador,Ecuador,36.0,0
T988477,C64922,351.45,Delta Airlines,E-Commerce,39,31,147.75,755.73,Ecuador,Ecuador,40.0,0
T750936,C47059,854.07,Epic Games,E-Commerce,24,3,190.65,467.83,Ecuador,Ecuador,43.0,0
T455629,C24377,909.93,Delta Airlines,E-Commerce,13,3,161.6,59.71,Ecuador,Ecuador,57.0,0
T787875,C79123,57.82,Tiffany & Co.,E-Commerce,20,34,642.7,14.01,Ecuador,Ecuador,65.0,0
T483180,C44351,866.85,eBay,E-Commerce,17,3,372.03,497.55,Ecuador,Ecuador,2.0,0
T246992,C17428,474.49,LATAM,E-Commerce,2,30,804.34,320.18,Ecuador,Ecuador,60.0,0
T452613,C96563,671.66,Cartier,E-Commerce,8,26,74.43,964.36,Ecuador,Ecuador,100.0,0
T526006,C84658,405.59,G2A,E-Commerce,4,8,287.59,339.35,Ecuador,Ecuador,13.0,0
T424385,C25131,316.37,Epic Games,E-Commerce,11,36,257.23,227.04,Brazil,Ecuador,3.0,1
T132074,C40338,339.55,Booking,E-Commerce,34,37,615.77,963.68,Brazil,Brazil,53.0,0
T941756,C13461,249.69,Zales,E-Commerce,29,5,517.71,452.79,Brazil,Brazil,78.0,0
T677565,C21564,363.1,Epic Games,E-Commerce,15,28,122.89,604.0,Brazil,Brazil,101.0,0
T153460,C10886,120.16,Amazon Gift Cards,E-Commerce,12,33,525.94,272.41,Brazil,Brazil,71.0,0
T937337,C36675,752.82,G2A,E-Commerce,26,7,618.03,996.17,Brazil,Brazil,116.0,0
T809663,C64842,687.17,LATAM,E-Commerce,16,8,236.8,739.63,Brazil,Brazil,36.0,0
T889375,C93904,341.3,Walmart,E-Commerce,4,12,545.1,687.52,Brazil,Brazil,1.0,0
T178441,C28554,696.29,G2A,E-Commerce,18,5,206.79,762.89,Brazil,Brazil,9.0,0
T626149,C99675,741.87,Steam,E-Commerce,1,19,515.73,832.37,Brazil,Brazil,28.0,0
T288535,C55243,223.5,Booking,E-Commerce,5,23,382.57,133.06,Brazil,Brazil,78.0,0
T975420,C26142,914.53,American Airlines,E-Commerce,11,34,316.65,764.72,Brazil,Brazil,69.0,0
T449279,C17361,442.27,G2A,E-Commerce,25,23,2.02,458.34,Brazil,Brazil,32.0,0
T960683,C67307,602.9,Zephora,E-Commerce,29,29,740.09,2.25,Brazil,Brazil,12.0,0
T532119,C37062,886.38,Delta Airlines,E-Commerce,16,30,709.87,241.29,Ecuador,Brazil,89.0,0
T521886,C44541,783.52,G2A,E-Commerce,32,17,828.87,519.32,Ecuador,Ecuador,88.0,0
T903369,C75070,221.13,Amazon Gift Cards,E-Commerce,24,37,577.33,348.71,Ecuador,Ecuador,35.0,0
T397170,C62896,238.28,Delta Airlines,E-Commerce,32,14,484.99,683.19,Ecuador,Ecuador,73.0,0
T798983,C64560,762.09,Walmart,E-Commerce,37,11,991.11,393.31,Ecuador,Ecuador,86.0,0
T830553,C40801,60.38,Walmart,E-Commerce,11,1,850.99,733.73,Ecuador,Ecuador,22.0,0
T139849,C40342,347.83,G2A,E-Commerce,23,24,452.78,691.95,Ecuador,Ecuador,95.0,0
T319648,C14389,214.14,Booking,E-Commerce,21,34,186.9,367.34,Ecuador,Ecuador,97.0,0
T434674,C83300,370.07,Delta Airlines,E-Commerce,7,1,76.68,480.13,Ecuador,Ecuador,8.0,0
T960348,C22361,109.55,LATAM,E-Commerce,12,2,943.42,784.93,Ecuador,Ecuador,118.0,0
T241454,C24653,810.89,American Airlines,E-Commerce,5,4,271.12,751.13,Ecuador,Ecuador,4.0,0
T780627,C40767,213.42,G2A,E-Commerce,14,14,501.16,278.86,Ecuador,Ecuador,65.0,0
T724356,C14680,354.92,Zephora,E-Commerce,12,19,148.61,745.78,Ecuador,Ecuador,25.0,0
T714317,C92620,353.24,Walmart,E-Commerce,1,5,214.41,687.34,Ecuador,Ecuador,69.0,0
T689517,C82174,333.42,Cartier,E-Commerce,2,5,707.6,210.08,Ecuador,Ecuador,108.0,0
T537337,C94234,20.12,Tiffany & Co.,E-Commerce,36,19,330.55,183.41,Ecuador,Ecuador,62.0,0
T217637,C66598,699.82,Zephora,E-Commerce,39,19,708.98,994.03,Ecuador,Ecuador,34.0,0
T151987,C72642,700.3,G2A,E-Commerce,36,34,838.25,540.48,Peru,Ecuador,70.0,0
T300157,C11958,383.39,Zales,E-Commerce,2,33,101.2,321.31,Peru,Peru,100.0,0
T801675,C83355,39.15,American Airlines,E-Commerce,35,23,524.07,29.03,Peru,Peru,72.0,0
T526284,C48925,321.17,Epic Games,E-Commerce,29,2,476.55,702.88,Peru,Peru,113.0,0
T354476,C26393,343.95,Amazon,E-Commerce,8,30,538.28,836.6,Ecuador,Peru,61.0,0
T623094,C84996,278.32,Tiffany & Co.,E-Commerce,7,6,22.95,653.21,Ecuador,Ecuador,13.0,0
T593263,C34478,392.83,Amazon Gift Cards,E-Commerce,11,28,367.13,724.19,Ecuador,Ecuador,95.0,0
T206756,C91789,688.87,American Airlines,E-Commerce,26,11,679.3,366.91,Ecuador,Ecuador,11.0,0
T750428,C29680,782.96,Tiffany & Co.,E-Commerce,37,6,151.22,815.01,Ecuador,Ecuador,75.0,0
T739173,C58277,531.31,LATAM,E-Commerce,1,26,981.26,421.41,Chile,Ecuador,106.0,1
T257010,C80689,883.46,G2A,E-Commerce,1,31,263.89,216.06,Chile,Chile,57.0,0
T905181,C78657,1.24,Delta Airlines,E-Commerce,32,24,516.42,277.31,Ecuador,Chile,67.0,0
T516646,C13280,702.05,Amazon Gift Cards,E-Commerce,1,25,663.45,820.27,Ecuador,Ecuador,67.0,0
T140562,C37073,93.11,Delta Airlines,E-Commerce,37,9,598.45,281.25,Ecuador,Ecuador,90.0,0
T788971,C85747,165.45,American Airlines,E-Commerce,7,24,191.21,190.41,Ecuador,Ecuador,63.0,0
T981827,C32150,765.49,Tiffany & Co.,E-Commerce,32,8,896.38,13.36,Ecuador,Ecuador,67.0,0
T450195,C59023,240.0,Walmart,E-Commerce,20,37,95.18,317.86,Ecuador,Ecuador,32.0,0
T100314,C15219,618.97,Amazon,E-Commerce,36,8,548.54,27.69,Ecuador,Ecuador,111.0,0
T933883,C19874,808.66,Zales,E-Commerce,36,26,698.2,655.68,Ecuador,Ecuador,12.0,0
T392617,C51120,650.4,Amazon,E-Commerce,20,24,792.3,333.66,Ecuador,Ecuador,41.0,0
T657592,C36436,560.83,Zales,E-Commerce,4,13,216.89,156.68,Ecuador,Ecuador,67.0,0
T757900,C71209,406.04,G2A,E-Commerce,5,27,75.76,560.44,Ecuador,Ecuador,48.0,0
T455497,C43556,908.32,Zephora,E-Commerce,3,12,537.57,165.92,Ecuador,Ecuador,100.0,0
T363136,C23576,933.93,LATAM,E-Commerce,33,26,443.56,89.49,Ecuador,Ecuador,26.0,0
T864521,C54201,52.37,Epic Games,E-Commerce,28,27,281.21,51.56,Ecuador,Ecuador,98.0,0
T472161,C88426,355.98,Shein,E-Commerce,15,14,3.89,488.51,Ecuador,Ecuador,26.0,0
T380610,C39727,787.5,Steam,E-Commerce,37,22,129.97,906.54,Ecuador,Ecuador,42.0,0
T820876,C83292,311.66,Amazon Gift Cards,E-Commerce,30,25,872.88,699.6,Ecuador,Ecuador,58.0,0
T234516,C56696,931.36,LATAM,E-Commerce,18,5,797.5,865.64,Ecuador,Ecuador,70.0,0
T234222,C68202,938.26,LATAM,E-Commerce,29,13,610.84,381.85,Ecuador,Ecuador,18.0,0
T137030,C71334,631.21,G2A,E-Commerce,36,5,267.78,304.26,Ecuador,Ecuador,65.0,0
T933690,C82070,310.4,Delta Airlines,E-Commerce,7,8,841.43,971.0,Ecuador,Ecuador,29.0,0
T286693,C26647,152.58,Zephora,E-Commerce,36,10,590.04,305.84,Ecuador,Ecuador,52.0,0
T646549,C49482,227.41,G2A,E-Commerce,4,34,9.08,41.58,Ecuador,Ecuador,94.0,0
T400499,C24520,936.74,Zephora,E-Commerce,19,10,572.77,936.61,Ecuador,Ecuador,96.0,0
T749614,C57602,224.14,Delta Airlines,E-Commerce,22,14,206.37,19.93,Ecuador,Ecuador,111.0,0
T915809,C63869,576.89,Tiffany & Co.,E-Commerce,3,21,552.48,572.66,Ecuador,Ecuador,105.0,0
T149348,C20672,314.92,G2A,E-Commerce,35,34,728.01,379.95,Ecuador,Ecuador,9.0,0
T403462,C52125,431.28,eBay,E-Commerce,29,6,698.11,810.57,Ecuador,Ecuador,93.0,0
T310098,C94775,749.0,Booking,E-Commerce,32,14,533.07,26.46,Ecuador,Ecuador,104.0,0
T509666,C23275,674.43,Amazon,E-Commerce,2,26,610.79,579.28,Ecuador,Ecuador,29.0,0
T459070,C48882,703.87,Shein,E-Commerce,13,37,886.72,269.86,Ecuador,Ecuador,101.0,0
T434354,C46324,884.26,American Airlines,E-Commerce,28,17,459.43,713.37,Ecuador,Ecuador,72.0,0
T832739,C52253,194.58,American Airlines,E-Commerce,38,30,244.34,997.7,Ecuador,Ecuador,18.0,0
T782583,C31132,281.2,Zales,E-Commerce,32,11,886.31,204.71,Ecuador,Ecuador,108.0,0
T359488,C47783,999.55,LATAM,E-Commerce,20,11,785.74,888.38,Ecuador,Ecuador,64.0,0
T220785,C55900,556.66,Tiffany & Co.,E-Commerce,5,35,755.36,128.18,Ecuador,Ecuador,9.0,0
T219380,C95684,405.81,Amazon,E-Commerce,25,15,521.04,762.38,Ecuador,Ecuador,15.0,0
T782347,C44483,553.1,Epic Games,E-Commerce,38,19,204.98,275.14,Ecuador,Ecuador,27.0,0
T671596,C27040,131.76,eBay,E-Commerce,22,18,737.83,930.44,Ecuador,Ecuador,101.0,0
T833217,C33021,800.28,G2A,E-Commerce,31,34,818.53,784.73,Ecuador,Ecuador,114.0,0
T855373,C13485,419.78,Zales,E-Commerce,25,11,845.42,196.07,Ecuador,Ecuador,40.0,0
T896188,C18909,575.92,Booking,E-Commerce,18,9,718.41,208.47,Ecuador,Ecuador,2.0,0
T115056,C15098,974.6,Steam,E-Commerce,20,32,126.27,903.21,Colombia,Ecuador,118.0,0
T964408,C73963,231.35,LATAM,E-Commerce,6,27,835.99,307.9,Colombia,Colombia,10.0,0
T643570,C51354,547.7,Cartier,E-Commerce,22,7,574.22,54.4,Colombia,Colombia,116.0,0
T670121,C75328,426.16,Booking,E-Commerce,14,21,72.89,25.48,Colombia,Colombia,100.0,0
T930918,C19768,524.29,Epic Games,E-Commerce,6,4,441.08,783.85,Colombia,Colombia,81.0,0
T958357,C39023,292.17,Delta Airlines,E-Commerce,5,12,839.99,737.06,Colombia,Colombia,86.0,0
T349391,C26930,581.77,G2A,E-Commerce,22,37,33.02,773.04,Colombia,Colombia,63.0,0
T546186,C78129,982.8,Cartier,E-Commerce,13,26,105.16,861.77,Colombia,Colombia,74.0,0
T814895,C83237,44.95,eBay,E-Commerce,35,4,694.75,473.79,Colombia,Colombia,35.0,0
T238702,C90021,255.47,Walmart,E-Commerce,3,26,244.23,283.58,Colombia,Colombia,115.0,0
T415727,C63773,92.44,Cartier,E-Commerce,5,35,671.13,866.14,Colombia,Colombia,113.0,0
T218537,C79085,891.42,G2A,E-Commerce,8,30,196.35,264.71,Colombia,Colombia,31.0,0
T455585,C42446,176.63,Shein,E-Commerce,5,32,31.25,640.08,Ecuador,Colombia,51.0,0
T908815,C67455,914.34,Amazon Gift Cards,E-Commerce,29,12,273.71,803.21,Ecuador,Ecuador,106.0,0
T577753,C96660,750.28,Delta Airlines,E-Commerce,5,30,582.48,736.68,Ecuador,Ecuador,100.0,0
T494960,C24413,536.2,Cartier,E-Commerce,39,18,105.32,374.02,Ecuador,Ecuador,75.0,0
T366753,C31073,781.77,Zephora,E-Commerce,2,35,564.37,624.93,Ecuador,Ecuador,92.0,0
T395474,C49760,940.01,LATAM,E-Commerce,33,25,353.12,283.22,Ecuador,Ecuador,117.0,0
T627169,C76423,153.18,Amazon Gift Cards,E-Commerce,34,30,371.27,295.8,Ecuador,Ecuador,92.0,0
T483537,C35068,866.44,Cartier,E-Commerce,33,9,293.48,253.67,Ecuador,Ecuador,63.0,0
T506446,C42814,677.65,Shein,E-Commerce,14,8,490.16,273.58,Ecuador,Ecuador,27.0,0
T956989,C52541,617.39,Delta Airlines,E-Commerce,32,33,619.92,44.97,Ecuador,Ecuador,17.0,0
T464628,C31784,410.91,eBay,E-Commerce,35,5,273.05,237.47,Ecuador,Ecuador,37.0,0
T779443,C69915,337.79,Steam,E-Commerce,13,11,860.3,782.63,Ecuador,Ecuador,19.0,0
T132754,C68944,571.99,Zephora,E-Commerce,16,33,783.46,37.84,Ecuador,Ecuador,2.0,0
T739262,C48510,64.0,Amazon Gift Cards,E-Commerce,2,22,673.95,824.89,Ecuador,Ecuador,92.0,0
T187380,C78678,432.97,Steam,E-Commerce,20,12,388.44,184.73,Ecuador,Ecuador,103.0,0
T681268,C79700,843.38,Steam,E-Commerce,18,5,424.03,301.66,Ecuador,Ecuador,53.0,0
T724693,C88595,382.29,Amazon Gift Cards,E-Commerce,4,23,519.76,763.61,Ecuador,Ecuador,112.0,0
T241290,C12055,6.51,G2A,E-Commerce,27,35,531.06,911.68,Ecuador,Ecuador,65.0,0
T924539,C37882,750.65,Zales,E-Commerce,20,7,146.66,33.88,Ecuador,Ecuador,109.0,0
T503920,C89696,195.61,Steam,E-Commerce,35,22,486.84,271.83,Ecuador,Ecuador,10.0,0
T940777,C70518,755.07,G2A,E-Commerce,20,15,148.36,615.5,Ecuador,Ecuador,54.0,0
T731457,C15472,456.72,Walmart,E-Commerce,21,15,189.48,858.83,Ecuador,Ecuador,55.0,0
T796783,C53954,196.25,Steam,E-Commerce,12,2,925.83,987.86,Ecuador,Ecuador,50.0,0
T859878,C60602,892.87,G2A,E-Commerce,20,5,541.72,77.04,Ecuador,Ecuador,98.0,0
T462861,C89583,765.3,Zephora,E-Commerce,21,4,752.47,198.87,Ecuador,Ecuador,33.0,0
T345654,C71744,160.21,Zales,E-Commerce,10,20,325.69,444.44,Ecuador,Ecuador,67.0,0
T223048,C33611,139.12,LATAM,E-Commerce,3,9,838.14,481.29,Ecuador,Ecuador,92.0,0
T971069,C31111,681.72,Booking,E-Commerce,35,27,135.08,623.96,Ecuador,Ecuador,54.0,0
T536705,C11965,967.62,Amazon,E-Commerce,6,8,473.26,754.65,Ecuador,Ecuador,117.0,0
T689674,C45320,325.9,G2A,E-Commerce,4,17,877.99,60.02,Ecuador,Ecuador,23.0,0
T795803,C67672,298.82,Zales,E-Commerce,28,21,148.99,132.56,Ecuador,Ecuador,38.0,0
T878172,C43955,841.63,Amazon Gift Cards,E-Commerce,5,12,300.24,12.55,Ecuador,Ecuador,89.0,0
T847303,C54589,687.24,Booking,E-Commerce,37,13,227.02,803.51,Ecuador,Ecuador,5.0,0
T345119,C91562,422.85,Tiffany & Co.,E-Commerce,4,21,191.67,593.51,Ecuador,Ecuador,100.0,0
T918279,C50379,639.24,Zales,E-Commerce,10,36,341.45,354.48,Ecuador,Ecuador,109.0,0
T258887,C68580,503.86,Cartier,E-Commerce,29,3,38.85,357.43,Ecuador,Ecuador,45.0,0
T104153,C25362,512.11,Zales,E-Commerce,17,28,628.57,671.41,Ecuador,Ecuador,53.0,0
T298351,C33353,425.04,eBay,E-Commerce,3,35,976.72,332.3,Ecuador,Ecuador,30.0,0
T913464,C48896,832.35,G2A,E-Commerce,1,4,193.22,673.86,Ecuador,Ecuador,7.0,0
T986965,C13878,123.68,Amazon,E-Commerce,9,3,635.05,146.34,Ecuador,Ecuador,93.0,0
T153179,C52726,616.38,Epic Games,E-Commerce,24,9,938.71,381.86,Ecuador,Ecuador,64.0,0
T791152,C31302,466.44,Amazon Gift Cards,E-Commerce,29,16,611.97,973.73,Ecuador,Ecuador,13.0,0
T989300,C97821,168.47,Booking,E-Commerce,19,9,811.84,255.63,Ecuador,Ecuador,110.0,0
T962621,C68801,982.78,American Airlines,E-Commerce,25,3,264.21,732.07,Ecuador,Ecuador,101.0,0
T310866,C74247,970.65,Steam,E-Commerce,39,2,446.27,573.42,Ecuador,Ecuador,60.0,0
T467365,C44645,807.26,Walmart,E-Commerce,7,9,88.61,542.25,Ecuador,Ecuador,43.0,0
T440054,C30173,137.34,Shein,E-Commerce,17,7,286.28,890.34,Ecuador,Ecuador,106.0,0
T468603,C38019,180.38,Amazon,E-Commerce,26,34,694.75,986.49,Ecuador,Ecuador,60.0,0
T730676,C75664,254.19,Walmart,E-Commerce,33,2,503.13,99.54,Ecuador,Ecuador,112.0,0
T471413,C66043,348.17,Tiffany & Co.,E-Commerce,20,32,349.96,737.75,Ecuador,Ecuador,63.0,0
T915697,C58018,980.4,American Airlines,E-Commerce,35,38,629.36,797.69,Ecuador,Ecuador,44.0,0
T843499,C48605,321.09,Cartier,E-Commerce,26,22,320.16,897.85,Ecuador,Ecuador,52.0,0
T754382,C85953,47.04,Tiffany & Co.,E-Commerce,5,14,718.79,772.5,Chile,Ecuador,70.0,0
T212720,C92440,635.55,Walmart,E-Commerce,21,8,14.99,221.97,Chile,Chile,28.0,0
T834061,C74301,356.12,Booking,E-Commerce,9,12,347.01,323.63,Chile,Chile,40.0,0
T519716,C38956,519.28,Tiffany & Co.,E-Commerce,7,8,93.36,901.62,Chile,Chile,8.0,0
T126055,C37549,629.74,G2A,E-Commerce,38,23,775.12,956.84,Chile,Chile,91.0,0
T147362,C14310,337.0,Delta Airlines,E-Commerce,18,10,974.8,212.55,Chile,Chile,3.0,0
T865626,C30534,56.72,Booking,E-Commerce,37,21,453.38,753.83,Chile,Chile,62.0,0
T542637,C18543,100.81,American Airlines,E-Commerce,12,12,222.73,353.57,Chile,Chile,64.0,0
T468232,C94591,43.73,eBay,E-Commerce,37,27,938.58,264.24,Chile,Chile,116.0,0
T596990,C67890,532.22,eBay,E-Commerce,21,25,317.48,820.93,Chile,Chile,42.0,0
T751981,C84180,322.4,Steam,E-Commerce,20,18,485.39,522.87,Chile,Chile,44.0,0
T856689,C98870,654.21,LATAM,E-Commerce,17,38,251.26,371.14,Chile,Chile,7.0,0
T501183,C25458,820.44,Tiffany & Co.,E-Commerce,23,18,757.09,71.8,Chile,Chile,116.0,0
T991522,C95027,601.83,American Airlines,E-Commerce,5,9,724.09,329.65,Chile,Chile,61.0,0
T158491,C89000,277.15,Amazon,E-Commerce,6,25,365.51,209.92,Chile,Chile,28.0,0
T126057,C17717,12.32,eBay,E-Commerce,37,19,975.37,439.57,Ecuador,Chile,23.0,0
T894976,C45411,811.91,Shein,E-Commerce,19,22,873.9,752.86,Ecuador,Ecuador,35.0,0
T546637,C25034,181.01,eBay,E-Commerce,1,35,753.12,86.09,Ecuador,Ecuador,92.0,0
T566485,C36956,241.61,eBay,E-Commerce,14,24,950.77,322.32,Ecuador,Ecuador,71.0,0
T501034,C19817,341.21,Cartier,E-Commerce,4,21,477.0,278.81,Ecuador,Ecuador,17.0,0
T772564,C81571,326.66,Delta Airlines,E-Commerce,34,17,603.23,438.51,Ecuador,Ecuador,52.0,0
T500071,C75833,134.8,Shein,E-Commerce,2,27,18.39,970.85,Ecuador,Ecuador,12.0,0
T230842,C59350,604.56,Zephora,E-Commerce,14,18,354.57,267.45,Ecuador,Ecuador,2.0,0
T110223,C74081,850.51,LATAM,E-Commerce,35,24,77.68,131.46,Ecuador,Ecuador,21.0,0
T730858,C53803,16.9,LATAM,E-Commerce,6,3,624.16,286.33,Ecuador,Ecuador,38.0,0
T336859,C99784,239.46,Delta Airlines,E-Commerce,12,20,89.6,551.53,Ecuador,Ecuador,62.0,0
T676204,C15078,764.06,Zephora,E-Commerce,23,5,568.59,47.7,Ecuador,Ecuador,97.0,0
T586012,C25074,201.08,Cartier,E-Commerce,8,34,516.89,690.89,Ecuador,Ecuador,25.0,0
T827793,C55538,706.73,Walmart,E-Commerce,13,19,677.97,940.42,Ecuador,Ecuador,102.0,0
T542329,C60585,721.39,Shein,E-Commerce,8,36,776.31,678.95,Ecuador,Ecuador,62.0,0
T178053,C49296,566.04,Walmart,E-Commerce,35,3,928.14,951.55,Ecuador,Ecuador,68.0,0
T825460,C55970,408.75,Booking,E-Commerce,29,5,813.23,64.67,Ecuador,Ecuador,33.0,0
T874664,C43799,288.04,Delta Airlines,E-Commerce,38,33,545.78,728.54,Ecuador,Ecuador,16.0,0
T319726,C80901,868.1,Walmart,E-Commerce,18,14,929.95,204.23,Ecuador,Ecuador,40.0,0
T959517,C84981,316.82,Zephora,E-Commerce,35,23,698.95,25.28,Ecuador,Ecuador,48.0,0
T451481,C82327,115.32,LATAM,E-Commerce,25,8,406.38,134.47,Ecuador,Ecuador,54.0,0
T774673,C64120,839.86,Zales,E-Commerce,3,25,815.02,642.82,Ecuador,Ecuador,38.0,0
T801737,C58125,418.34,Cartier,E-Commerce,12,32,720.31,415.91,Ecuador,Ecuador,41.0,0
T588423,C47772,24.89,Shein,E-Commerce,38,1,703.96,927.68,Ecuador,Ecuador,110.0,0
T644063,C17339,470.09,Walmart,E-Commerce,18,30,287.19,442.01,Ecuador,Ecuador,35.0,0
T293178,C64186,324.39,Cartier,E-Commerce,35,4,380.47,508.19,Ecuador,Ecuador,3.0,0
T762699,C61693,439.29,Booking,E-Commerce,19,25,681.22,38.82,Ecuador,Ecuador,57.0,0
T923936,C56400,634.09,Amazon Gift Cards,E-Commerce,28,18,335.74,503.44,Ecuador,Ecuador,108.0,0
T304942,C21347,727.83,Amazon,E-Commerce,21,24,151.87,690.36,Ecuador,Ecuador,27.0,0
T227231,C36048,104.67,American Airlines,E-Commerce,22,26,589.97,32.63,Ecuador,Ecuador,59.0,0
T853440,C58032,464.29,American Airlines,E-Commerce,37,2,177.41,599.7,Ecuador,Ecuador,41.0,0
T225737,C38564,358.86,Epic Games,E-Commerce,16,7,972.78,924.38,Ecuador,Ecuador,101.0,0
T271689,C62772,506.87,G2A,E-Commerce,7,33,335.91,552.05,Ecuador,Ecuador,23.0,0
T750861,C78142,320.84,G2A,E-Commerce,19,26,64.64,580.91,Colombia,Ecuador,41.0,0
T638897,C78638,263.58,Shein,E-Commerce,7,28,318.76,506.35,Colombia,Colombia,16.0,0
T368787,C85866,846.74,Delta Airlines,E-Commerce,6,21,426.3,769.7,Ecuador,Colombia,1.0,1
T213395,C87057,331.72,G2A,E-Commerce,33,38,563.09,811.36,Ecuador,Ecuador,98.0,0
T610358,C30521,147.7,Cartier,E-Commerce,38,5,188.06,450.14,Ecuador,Ecuador,109.0,0
T750868,C84124,553.2,Epic Games,E-Commerce,11,21,228.38,233.92,Ecuador,Ecuador,117.0,0
T565260,C34457,894.86,American Airlines,E-Commerce,7,19,923.9,925.01,Ecuador,Ecuador,73.0,0
T556750,C46980,341.88,American Airlines,E-Commerce,8,38,347.16,936.45,Ecuador,Ecuador,55.0,0
T543929,C42117,315.39,Steam,E-Commerce,29,14,30.36,842.94,Ecuador,Ecuador,45.0,0
T575470,C44765,211.81,Cartier,E-Commerce,24,33,640.41,92.36,Ecuador,Ecuador,45.0,0
